icd10_code,icd10_title,icd11_code,icd11_title,foundation_uri,linearization_uri
I80.2,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,BD7Z,"Diseases of veins, unspecified",http://id.who.int/icd/entity/723430526,http://id.who.int/icd/release/11/2022-02/mms/723430526/unspecified
I80.3,"Phlebitis and thrombophlebitis of lower extremities, unspecified",BD70.0,Superficial thrombophlebitis of lower limbs,http://id.who.int/icd/entity/1342264365,http://id.who.int/icd/release/11/2022-02/mms/1342264365
I80.8,Phlebitis and thrombophlebitis of other sites,BD70.Z,"Superficial thrombophlebitis, unspecified",http://id.who.int/icd/entity/708418764,http://id.who.int/icd/release/11/2022-02/mms/708418764/unspecified
I80.9,Phlebitis and thrombophlebitis of unspecified site,BD70.Z,"Superficial thrombophlebitis, unspecified",http://id.who.int/icd/entity/708418764,http://id.who.int/icd/release/11/2022-02/mms/708418764/unspecified
I81,Portal vein thrombosis,DB98.3,Portal vein thrombosis,http://id.who.int/icd/entity/866276949,http://id.who.int/icd/release/11/2022-02/mms/866276949
I82,Other venous embolism and thrombosis,BD7Z,"Diseases of veins, unspecified",http://id.who.int/icd/entity/723430526,http://id.who.int/icd/release/11/2022-02/mms/723430526/unspecified
I82.0,Budd-Chiari syndrome,DB98.5,Budd-Chiari syndrome,http://id.who.int/icd/entity/1300118676,http://id.who.int/icd/release/11/2022-02/mms/1300118676
I82.1,Thrombophlebitis migrans,BD70.2,Thrombophlebitis migrans,http://id.who.int/icd/entity/674623750,http://id.who.int/icd/release/11/2022-02/mms/674623750
I82.2,Embolism and thrombosis of vena cava,BD72,Venous thromboembolism,http://id.who.int/icd/entity/1709504857,http://id.who.int/icd/release/11/2022-02/mms/1197943614
I82.3,Embolism and thrombosis of renal vein,BD72,Venous thromboembolism,http://id.who.int/icd/entity/1197943614,http://id.who.int/icd/release/11/2022-02/mms/1197943614
I82.8,Embolism and thrombosis of other specified veins,BD72,Venous thromboembolism,http://id.who.int/icd/entity/1981143492,http://id.who.int/icd/release/11/2022-02/mms/1197943614
I82.9,Embolism and thrombosis of unspecified vein,BD72,Venous thromboembolism,http://id.who.int/icd/entity/1197943614,http://id.who.int/icd/release/11/2022-02/mms/1197943614
I83,Varicose veins of lower extremities,BD74.1Z,"Lower limb varicose veins, not further specified",http://id.who.int/icd/entity/574933822,http://id.who.int/icd/release/11/2022-02/mms/574933822/unspecified
I83.0,Varicose veins of lower extremities with ulcer,BD74.1Z,"Lower limb varicose veins, not further specified",http://id.who.int/icd/entity/574933822,http://id.who.int/icd/release/11/2022-02/mms/574933822/unspecified
I83.1,Varicose veins of lower extremities with inflammation,BD74.1Z,"Lower limb varicose veins, not further specified",http://id.who.int/icd/entity/574933822,http://id.who.int/icd/release/11/2022-02/mms/574933822/unspecified
I83.2,Varicose veins of lower extremities with both ulcer and inflammation,BD74.Z,"Chronic peripheral venous insufficiency of lower extremities, unspecified",http://id.who.int/icd/entity/2057222152,http://id.who.int/icd/release/11/2022-02/mms/2057222152/unspecified
I83.9,Varicose veins of lower extremities without ulcer or inflammation,BD74.1Z,"Lower limb varicose veins, not further specified",http://id.who.int/icd/entity/574933822,http://id.who.int/icd/release/11/2022-02/mms/574933822/unspecified
I85,Oesophageal varices,DA26.0Z,"Oesophageal varices, unspecified",http://id.who.int/icd/entity/933570887,http://id.who.int/icd/release/11/2022-02/mms/933570887/unspecified
I85.0,Oesophageal varices with bleeding,DA26.00,Oesophageal varices with bleeding,http://id.who.int/icd/entity/949012083,http://id.who.int/icd/release/11/2022-02/mms/949012083
I85.9,Oesophageal varices without bleeding,DA26.01,Oesophageal varices without bleeding,http://id.who.int/icd/entity/1574636519,http://id.who.int/icd/release/11/2022-02/mms/1574636519
I86,Varicose veins of other sites,BD75.Z,Venous varicosities of unspecified site,http://id.who.int/icd/entity/1078773185,http://id.who.int/icd/release/11/2022-02/mms/1078773185/unspecified
I86.0,Sublingual varices,BD75.0,Sublingual varices,http://id.who.int/icd/entity/2004938222,http://id.who.int/icd/release/11/2022-02/mms/2004938222
I86.1,Scrotal varices,BD75.1,Scrotal varices,http://id.who.int/icd/entity/315302008,http://id.who.int/icd/release/11/2022-02/mms/315302008
I86.2,Pelvic varices,BD75.3,Pelvic varices,http://id.who.int/icd/entity/1717989511,http://id.who.int/icd/release/11/2022-02/mms/1717989511
I86.3,Vulval varices,BD75.2,Vulval varices,http://id.who.int/icd/entity/53329171,http://id.who.int/icd/release/11/2022-02/mms/53329171
I86.4,Gastric varices,DA43.0,Gastric varices,http://id.who.int/icd/entity/1891839623,http://id.who.int/icd/release/11/2022-02/mms/1891839623
I86.8,Varicose veins of other specified sites,BD75.Z,Venous varicosities of unspecified site,http://id.who.int/icd/entity/1078773185,http://id.who.int/icd/release/11/2022-02/mms/1078773185/unspecified
I87,Other disorders of veins,BD7Z,"Diseases of veins, unspecified",http://id.who.int/icd/entity/723430526,http://id.who.int/icd/release/11/2022-02/mms/723430526/unspecified
I87.0,Postthrombotic syndrome,BD74.Z,"Chronic peripheral venous insufficiency of lower extremities, unspecified",http://id.who.int/icd/entity/2057222152,http://id.who.int/icd/release/11/2022-02/mms/2057222152/unspecified
I87.1,Compression of vein,BD7Z,"Diseases of veins, unspecified",http://id.who.int/icd/entity/723430526,http://id.who.int/icd/release/11/2022-02/mms/723430526/unspecified
I87.2,Venous insufficiency (chronic)(peripheral),BD74.Z,"Chronic peripheral venous insufficiency of lower extremities, unspecified",http://id.who.int/icd/entity/2057222152,http://id.who.int/icd/release/11/2022-02/mms/2057222152/unspecified
I87.8,Other specified disorders of veins,BD7Z,"Diseases of veins, unspecified",http://id.who.int/icd/entity/723430526,http://id.who.int/icd/release/11/2022-02/mms/723430526/unspecified
I87.9,"Disorder of vein, unspecified",BD7Z,"Diseases of veins, unspecified",http://id.who.int/icd/entity/723430526,http://id.who.int/icd/release/11/2022-02/mms/723430526/unspecified
I88,Nonspecific lymphadenitis,BD90.Z,"Lymphadenitis, unspecified",http://id.who.int/icd/entity/1483611415,http://id.who.int/icd/release/11/2022-02/mms/1483611415/unspecified
I88.0,Nonspecific mesenteric lymphadenitis,BD90.1,Nonspecific mesenteric lymphadenitis,http://id.who.int/icd/entity/637335249,http://id.who.int/icd/release/11/2022-02/mms/637335249
I88.1,"Chronic lymphadenitis, except mesenteric",BD90.2Z,"Chronic lymphadenitis, unspecified",http://id.who.int/icd/entity/1085750085,http://id.who.int/icd/release/11/2022-02/mms/1085750085/unspecified
I88.8,Other nonspecific lymphadenitis,BD90.Z,"Lymphadenitis, unspecified",http://id.who.int/icd/entity/1483611415,http://id.who.int/icd/release/11/2022-02/mms/1483611415/unspecified
I88.9,"Nonspecific lymphadenitis, unspecified",BD90.Z,"Lymphadenitis, unspecified",http://id.who.int/icd/entity/1483611415,http://id.who.int/icd/release/11/2022-02/mms/1483611415/unspecified
I89,Other noninfective disorders of lymphatic vessels and lymph nodes,BD9Z,"Disorders of lymphatic vessels or lymph nodes, unspecified",http://id.who.int/icd/entity/1025888387,http://id.who.int/icd/release/11/2022-02/mms/1025888387/unspecified
I89.0,"Lymphoedema, not elsewhere classified",BD93.Z,"Lymphoedema, unspecified",http://id.who.int/icd/entity/956579408,http://id.who.int/icd/release/11/2022-02/mms/956579408/unspecified
I89.1,Lymphangitis,BD91,Lymphangitis,http://id.who.int/icd/entity/1548743622,http://id.who.int/icd/release/11/2022-02/mms/1548743622
I89.8,Other specified noninfective disorders of lymphatic vessels and lymph nodes,BD9Z,"Disorders of lymphatic vessels or lymph nodes, unspecified",http://id.who.int/icd/entity/1025888387,http://id.who.int/icd/release/11/2022-02/mms/1025888387/unspecified
I89.9,"Noninfective disorder of lymphatic vessels and lymph nodes, unspecified",BD9Z,"Disorders of lymphatic vessels or lymph nodes, unspecified",http://id.who.int/icd/entity/1025888387,http://id.who.int/icd/release/11/2022-02/mms/1025888387/unspecified
I95-I99,Other and unspecified disorders of the circulatory system,BE2Z,"Diseases of the circulatory system, unspecified",http://id.who.int/icd/entity/1937796522,http://id.who.int/icd/release/11/2022-02/mms/426429380/unspecified
I95,Hypotension,BA2Z,"Hypotension, unspecified",http://id.who.int/icd/entity/1663360295,http://id.who.int/icd/release/11/2022-02/mms/1663360295/unspecified
I95.0,Idiopathic hypotension,BA20,Idiopathic hypotension,http://id.who.int/icd/entity/1713204963,http://id.who.int/icd/release/11/2022-02/mms/1713204963
I95.1,Orthostatic hypotension,BA21,Orthostatic hypotension,http://id.who.int/icd/entity/56009591,http://id.who.int/icd/release/11/2022-02/mms/56009591
I95.2,Hypotension due to drugs,BA2Z,"Hypotension, unspecified",http://id.who.int/icd/entity/2013000586,http://id.who.int/icd/release/11/2022-02/mms/1663360295/unspecified
I95.8,Other hypotension,BA2Z,"Hypotension, unspecified",http://id.who.int/icd/entity/1663360295,http://id.who.int/icd/release/11/2022-02/mms/1663360295/unspecified
I95.9,"Hypotension, unspecified",BA2Z,"Hypotension, unspecified",http://id.who.int/icd/entity/1663360295,http://id.who.int/icd/release/11/2022-02/mms/1663360295/unspecified
I97,"Postprocedural disorders of circulatory system, not elsewhere classified",,Postprocedural disorders of circulatory system,http://id.who.int/icd/entity/1925333068,http://id.who.int/icd/release/11/2022-02/mms/1925333068
I97.0,Postcardiotomy syndrome,BE10,Postcardiotomy syndrome,http://id.who.int/icd/entity/2070021724,http://id.who.int/icd/release/11/2022-02/mms/2070021724
I97.1,Other functional disturbances following cardiac surgery,BE11,Other functional disturbances following cardiac surgery,http://id.who.int/icd/entity/506055626,http://id.who.int/icd/release/11/2022-02/mms/506055626
I97.2,Postmastectomy lymphoedema syndrome,BE1B.0,Postmastectomy lymphoedema syndrome,http://id.who.int/icd/entity/1787075383,http://id.who.int/icd/release/11/2022-02/mms/1787075383
I97.8,"Other postprocedural disorders of circulatory system, not elsewhere classified",BE14,Postprocedural disorder of circulatory system following repair of congenital heart or great vessel anomaly,http://id.who.int/icd/entity/462903049,http://id.who.int/icd/release/11/2022-02/mms/462903049
I97.9,"Postprocedural disorder of circulatory system, unspecified",,Postprocedural disorders of circulatory system,http://id.who.int/icd/entity/1925333068,http://id.who.int/icd/release/11/2022-02/mms/1925333068
I98,Other disorders of circulatory system in diseases classified elsewhere,BE2Z,"Diseases of the circulatory system, unspecified",http://id.who.int/icd/entity/1937796522,http://id.who.int/icd/release/11/2022-02/mms/426429380/unspecified
I98.0,Cardiovascular syphilis,BE2Z,"Diseases of the circulatory system, unspecified",http://id.who.int/icd/entity/1937796522,http://id.who.int/icd/release/11/2022-02/mms/426429380/unspecified
I98.1,Cardiovascular disorders in other infectious and parasitic diseases classified elsewhere,BE2Z,"Diseases of the circulatory system, unspecified",http://id.who.int/icd/entity/1937796522,http://id.who.int/icd/release/11/2022-02/mms/426429380/unspecified
I98.2,Oesophageal varices without bleeding in diseases classified elsewhere,DA26.01,Oesophageal varices without bleeding,http://id.who.int/icd/entity/775264371,http://id.who.int/icd/release/11/2022-02/mms/1574636519
I98.3,Oesophageal varices with bleeding in diseases classified elsewhere,DA26.00,Oesophageal varices with bleeding,http://id.who.int/icd/entity/1266570727,http://id.who.int/icd/release/11/2022-02/mms/949012083
I98.8,Other specified disorders of circulatory system in diseases classified elsewhere,BE2Z,"Diseases of the circulatory system, unspecified",http://id.who.int/icd/entity/1937796522,http://id.who.int/icd/release/11/2022-02/mms/426429380/unspecified
I99,Other and unspecified disorders of circulatory system,BE2Z,"Diseases of the circulatory system, unspecified",http://id.who.int/icd/entity/426429380,http://id.who.int/icd/release/11/2022-02/mms/426429380/unspecified
X,Diseases of the respiratory system,CB7Z,"Diseases of the respiratory system, unspecified",http://id.who.int/icd/entity/197934298,http://id.who.int/icd/release/11/2022-02/mms/197934298/unspecified
J00-J06,Acute upper respiratory infections,CA0Z,"Upper respiratory tract disorders, unspecified",http://id.who.int/icd/entity/1971756453,http://id.who.int/icd/release/11/2022-02/mms/1971756453/unspecified
J00,Acute nasopharyngitis [common cold],CA00,Acute nasopharyngitis,http://id.who.int/icd/entity/2066255370,http://id.who.int/icd/release/11/2022-02/mms/2066255370
J01,Acute sinusitis,CA01,Acute sinusitis,http://id.who.int/icd/entity/509821856,http://id.who.int/icd/release/11/2022-02/mms/509821856
J01.0,Acute maxillary sinusitis,CA01,Acute sinusitis,http://id.who.int/icd/entity/1617309258,http://id.who.int/icd/release/11/2022-02/mms/509821856
J01.1,Acute frontal sinusitis,CA01,Acute sinusitis,http://id.who.int/icd/entity/86893536,http://id.who.int/icd/release/11/2022-02/mms/509821856
J01.2,Acute ethmoidal sinusitis,CA01,Acute sinusitis,http://id.who.int/icd/entity/1904259873,http://id.who.int/icd/release/11/2022-02/mms/509821856
J01.3,Acute sphenoidal sinusitis,CA01,Acute sinusitis,http://id.who.int/icd/entity/348880565,http://id.who.int/icd/release/11/2022-02/mms/509821856
J01.4,Acute pansinusitis,CA01,Acute sinusitis,http://id.who.int/icd/entity/1730538785,http://id.who.int/icd/release/11/2022-02/mms/509821856
J01.8,Other acute sinusitis,CA01,Acute sinusitis,http://id.who.int/icd/entity/509821856,http://id.who.int/icd/release/11/2022-02/mms/509821856
J01.9,"Acute sinusitis, unspecified",CA01,Acute sinusitis,http://id.who.int/icd/entity/509821856,http://id.who.int/icd/release/11/2022-02/mms/509821856
J02,Acute pharyngitis,CA02.Z,"Acute pharyngitis, unspecified",http://id.who.int/icd/entity/1791890273,http://id.who.int/icd/release/11/2022-02/mms/1791890273/unspecified
J02.0,Streptococcal pharyngitis,1B51,Streptococcal pharyngitis,http://id.who.int/icd/entity/1642172022,http://id.who.int/icd/release/11/2022-02/mms/1642172022
J02.8,Acute pharyngitis due to other specified organisms,CA02.0,Acute pharyngitis due to other bacteria,http://id.who.int/icd/entity/1868957860,http://id.who.int/icd/release/11/2022-02/mms/1868957860
J02.9,"Acute pharyngitis, unspecified",CA02.Z,"Acute pharyngitis, unspecified",http://id.who.int/icd/entity/1791890273,http://id.who.int/icd/release/11/2022-02/mms/1791890273/unspecified
J03,Acute tonsillitis,CA03.Z,"Acute tonsillitis, unspecified",http://id.who.int/icd/entity/260431605,http://id.who.int/icd/release/11/2022-02/mms/260431605/unspecified
J03.0,Streptococcal tonsillitis,CA03.0,Streptococcal tonsillitis,http://id.who.int/icd/entity/2098808565,http://id.who.int/icd/release/11/2022-02/mms/2098808565
J03.8,Acute tonsillitis due to other specified organisms,CA03.Z,"Acute tonsillitis, unspecified",http://id.who.int/icd/entity/1939783715,http://id.who.int/icd/release/11/2022-02/mms/260431605/unspecified
J03.9,"Acute tonsillitis, unspecified",CA03.Z,"Acute tonsillitis, unspecified",http://id.who.int/icd/entity/260431605,http://id.who.int/icd/release/11/2022-02/mms/260431605/unspecified
J04,Acute laryngitis and tracheitis,CA05.Z,"Acute laryngitis or tracheitis, unspecified",http://id.who.int/icd/entity/2087406945,http://id.who.int/icd/release/11/2022-02/mms/2087406945/unspecified
J04.0,Acute laryngitis,CA05.0,Acute laryngitis,http://id.who.int/icd/entity/1180710837,http://id.who.int/icd/release/11/2022-02/mms/1180710837
J04.1,Acute tracheitis,CA05.1,Acute tracheitis,http://id.who.int/icd/entity/590084641,http://id.who.int/icd/release/11/2022-02/mms/590084641
J04.2,Acute laryngotracheitis,CA05.2,Acute laryngotracheitis,http://id.who.int/icd/entity/1468443358,http://id.who.int/icd/release/11/2022-02/mms/1468443358
